T_number	org_code	name	lineage	taxaid	gb_ncbi_seq_id	rs_ncbi_seq_ids
T03600	tbn	Thiolapillus brandeum	Prokaryotes;Bacteria;Gammaproteobacteria - Others;Thiolapillus	1076588	['AP012273', 'AP012274', 'AP012275']	[]
T03943	seds	Sedimenticola thiotaurini	Prokaryotes;Bacteria;Gammaproteobacteria - Others;Sedimenticola	1543721	['CP011412', 'CP011413']	[]
T04071	tsn	Candidatus Pseudothioglobus singularis	Prokaryotes;Bacteria;Gammaproteobacteria - Others;Pseudothioglobus	1125411	['CP006911']	[]
T05818	thin	Candidatus Thioglobus sp. NP1	Prokaryotes;Bacteria;Gammaproteobacteria - Others;Thioglobus	2508687	['CP023860']	[]
T04079	tho	Candidatus Thioglobus autotrophicus	Prokaryotes;Bacteria;Gammaproteobacteria - Others;Thioglobus	1705394	['CP010552']	[]
T04158	pspi	Pseudohongiella spirulinae	Prokaryotes;Bacteria;Gammaproteobacteria - Others;Pseudohongiella	1249552	['CP013189']	[]
T06000	eof	Endosymbiont of Sipalinus gigas	Prokaryotes;Bacteria;Gammaproteobacteria - Others;Nardonella	1972134	['AP018162', 'AP018163']	[]
T07618	eor	Endosymbiont of Rhynchophorus ferrugineus	Prokaryotes;Bacteria;Gammaproteobacteria - Others;Nardonella	1972133	['AP018161']	[]
T07678	eop	Endosymbiont of Pachyrhynchus infernalis	Prokaryotes;Bacteria;Gammaproteobacteria - Others;Nardonella	1971488	['AP018160']	[]
T06650	rev	Candidatus Reidiella endopervernicosa	Prokaryotes;Bacteria;Gammaproteobacteria - Others;Reidiella	2738883	['CP054491']	[]
T07098	acil	Candidatus Azoamicus ciliaticola	Prokaryotes;Bacteria;Gammaproteobacteria - Others;Azoamicus	2652803	['LR794158']	[]
T07531	cdiz	Celerinatantimonas diazotrophica	Prokaryotes;Bacteria;Gammaproteobacteria - Others;Celerinatantimonas	412034	['OU594967']	[]
T07600	sade	Candidatus Steffania adelgidicola	Prokaryotes;Bacteria;Gammaproteobacteria - Others;Steffania	1076626	['CP045889']	[]
T00438	rma	Candidatus Ruthia magnifica (Calyptogena magnifica)	Prokaryotes;Bacteria;Gammaproteobacteria - Others;Ruthia	413404	['CP000488']	[]
T06701	reo	Candidatus Ruthia endofausta	Prokaryotes;Bacteria;Gammaproteobacteria - Others;Ruthia	2738852	['CP054490']	[]
T00530	vok	Candidatus Vesicomyosocius okutanii	Prokaryotes;Bacteria;Gammaproteobacteria - Others;Vesicomyosocius	412965	['AP009247']	[]
T04606	ebh	Endosymbiont of Bathymodiolus septemdierum	Prokaryotes;Bacteria;Gammaproteobacteria - Others;unclassified Gammaproteobacteria	1303921	['AP013042']	[]
T07716	bthg	Bathymodiolus thermophilus thioautotrophic gill symbiont	Prokaryotes;Bacteria;Gammaproteobacteria - Others;unclassified Gammaproteobacteria	2360	['CP024634']	[]
T00349	bci	Baumannia cicadellinicola Hc (Homalodisca coagulata)	Prokaryotes;Bacteria;Gammaproteobacteria - Others;unclassified Gammaproteobacteria	374463	['CP000238']	[]
T03277	bcib	Candidatus Baumannia cicadellinicola BGSS	Prokaryotes;Bacteria;Gammaproteobacteria - Others;unclassified Gammaproteobacteria	186490	['CP008985']	[]
T04544	bcig	Candidatus Baumannia cicadellinicola B-GSS	Prokaryotes;Bacteria;Gammaproteobacteria - Others;unclassified Gammaproteobacteria	186490	['CP011787', 'CP011788']	[]
T08009	ign	Ignatzschineria sp. HR5S32	Prokaryotes;Bacteria;Gammaproteobacteria - Others;unclassified Gammaproteobacteria	2923279	['CP093379']	[]
T01300	gpb	Gamma proteobacterium HdN1	Prokaryotes;Bacteria;Gammaproteobacteria - Others;unclassified Gammaproteobacteria	83406	['FP929140']	[]
T04530	enm	Endosymbiont of unidentified scaly snail isolate Monju	Prokaryotes;Bacteria;Gammaproteobacteria - Others;unclassified Gammaproteobacteria	1248727	['AP012978']	[]
T07679	eeu	Endosymbiont of Euscepes postfasciatus	Prokaryotes;Bacteria;Gammaproteobacteria - Others;unclassified Gammaproteobacteria	650377	['AP018159']	[]
T07680	ifo	Isorropodon fossajaponicum endosymbiont	Prokaryotes;Bacteria;Gammaproteobacteria - Others;unclassified Gammaproteobacteria	1235284	['AP013043']	[]
T07717	aphf	Abyssogena phaseoliformis symbiont	Prokaryotes;Bacteria;Gammaproteobacteria - Others;unclassified Gammaproteobacteria	1235283	['AP012977']	[]
T00027	nme	Neisseria meningitidis MC58 (serogroup B)	Prokaryotes;Bacteria;Betaproteobacteria;Neisseria	122586	['AE002098']	[]
T01932	nmp	Neisseria meningitidis alpha710 (serogroup B)	Prokaryotes;Bacteria;Betaproteobacteria;Neisseria	630588	['CP001561']	[]
T01946	nmh	Neisseria meningitidis H44/76 (serogroup B)	Prokaryotes;Bacteria;Betaproteobacteria;Neisseria	909420	['CP002420']	[]
T01929	nmd	Neisseria meningitidis G2136 (serogroup B)	Prokaryotes;Bacteria;Betaproteobacteria;Neisseria	935599	['CP002419']	[]
T01930	nmm	Neisseria meningitidis M01-240149 (serogroup B)	Prokaryotes;Bacteria;Betaproteobacteria;Neisseria	935591	['CP002421']	[]
T01947	nms	Neisseria meningitidis M01-240355 (serogroup B)	Prokaryotes;Bacteria;Betaproteobacteria;Neisseria	935588	['CP002422']	[]
T01948	nmq	Neisseria meningitidis M04-240196 (serogroup B)	Prokaryotes;Bacteria;Betaproteobacteria;Neisseria	935593	['CP002423']	[]
T01949	nmz	Neisseria meningitidis NZ-05/33 (serogroup B)	Prokaryotes;Bacteria;Betaproteobacteria;Neisseria	935589	['CP002424']	[]
T00031	nma	Neisseria meningitidis Z2491 (serogroup A)	Prokaryotes;Bacteria;Betaproteobacteria;Neisseria	122587	['AL157959']	[]
T01931	nmw	Neisseria meningitidis WUE 2594 (serogroup A)	Prokaryotes;Bacteria;Betaproteobacteria;Neisseria	942513	['FR774048']	[]
T03438	nmx	Neisseria meningitidis 510612 (serogroup A)	Prokaryotes;Bacteria;Betaproteobacteria;Neisseria	487	['CP007524']	[]
T00458	nmc	Neisseria meningitidis FAM18 (serogroup C)	Prokaryotes;Bacteria;Betaproteobacteria;Neisseria	272831	['AM421808']	[]
T00633	nmn	Neisseria meningitidis 053442 (serogroup C)	Prokaryotes;Bacteria;Betaproteobacteria;Neisseria	374833	['CP000381']	[]
T01928	nmt	Neisseria meningitidis 8013 (serogroup C)	Prokaryotes;Bacteria;Betaproteobacteria;Neisseria	604162	['FM999788']	[]
T00954	nmi	Neisseria meningitidis alpha14 (cnl strain)	Prokaryotes;Bacteria;Betaproteobacteria;Neisseria	662598	['AM889136']	[]
T00237	ngo	Neisseria gonorrhoeae FA 1090	Prokaryotes;Bacteria;Betaproteobacteria;Neisseria	242231	['AE004969']	[]
T00728	ngk	Neisseria gonorrhoeae NCCP11945	Prokaryotes;Bacteria;Betaproteobacteria;Neisseria	521006	['CP001050', 'CP001051']	[]
T01368	nla	Neisseria lactamica	Prokaryotes;Bacteria;Betaproteobacteria;Neisseria	489653	['FN995097']	[]
T03569	nel	Neisseria elongata	Prokaryotes;Bacteria;Betaproteobacteria;Neisseria	546263	['CP007726']	[]
T04355	nwe	Neisseria weaveri	Prokaryotes;Bacteria;Betaproteobacteria;Neisseria	28091	['LT571436']	[]
T04958	nsi	Neisseria mucosa FDAARGOS_260	Prokaryotes;Bacteria;Betaproteobacteria;Neisseria	488	['CP020452']	[]
T05436	nmj	Neisseria mucosa ATCC 19696	Prokaryotes;Bacteria;Betaproteobacteria;Neisseria	488	['CP028150']	[]
T05718	nei	Neisseria chenwenguii	Prokaryotes;Bacteria;Betaproteobacteria;Neisseria	1853278	['CP022278']	[]
T05913	nek	Neisseria sp. KEM232	Prokaryotes;Bacteria;Betaproteobacteria;Neisseria	655307	['CP022527']	[]
T06171	nfv	Neisseria flavescens	Prokaryotes;Bacteria;Betaproteobacteria;Neisseria	484	['CP039886']	[]
T06236	nsf	Neisseria subflava	Prokaryotes;Bacteria;Betaproteobacteria;Neisseria	28449	['CP039887']	[]
T06266	nzl	Neisseria zalophi	Prokaryotes;Bacteria;Betaproteobacteria;Neisseria	640030	['CP031700']	[]
T06425	naq	Neisseria animalis	Prokaryotes;Bacteria;Betaproteobacteria;Neisseria	492	['CP031699']	[]
T06557	nbl	Neisseria brasiliensis	Prokaryotes;Bacteria;Betaproteobacteria;Neisseria	2666100	['CP046027']	[]
T06683	nzo	Neisseria zoodegmatis	Prokaryotes;Bacteria;Betaproteobacteria;Neisseria	326523	['LT906434']	[]
T06799	nci	Neisseria canis	Prokaryotes;Bacteria;Betaproteobacteria;Neisseria	493	['LR134313']	[]
T06828	ncz	Neisseria cinerea	Prokaryotes;Bacteria;Betaproteobacteria;Neisseria	483	['LS483369']	[]
T06907	nani	Neisseria animaloris	Prokaryotes;Bacteria;Betaproteobacteria;Neisseria	326522	['LR134516']	[]
T06984	nbc	Neisseria bacilliformis	Prokaryotes;Bacteria;Betaproteobacteria;Neisseria	267212	['CP059571']	[]
T07067	nwd	Neisseria wadsworthii	Prokaryotes;Bacteria;Betaproteobacteria;Neisseria	607711	['CP059565']	[]
T07084	nsg	Neisseria shayeganii	Prokaryotes;Bacteria;Betaproteobacteria;Neisseria	607712	['CP059567']	[]
T07094	nmus	Neisseria musculi	Prokaryotes;Bacteria;Betaproteobacteria;Neisseria	1815583	['CP060414', 'CP060415']	[]
T07263	nsc	Neisseria sicca	Prokaryotes;Bacteria;Betaproteobacteria;Neisseria	490	['CP072524']	[]
T07577	npf	Neisseria perflava	Prokaryotes;Bacteria;Betaproteobacteria;Neisseria	33053	['CP079818']	[]
T07671	ndn	Neisseria dentiae	Prokaryotes;Bacteria;Betaproteobacteria;Neisseria	194197	['CP059570']	[]
T07968	nwx	Neisseria weixii	Prokaryotes;Bacteria;Betaproteobacteria;Neisseria	1853276	['CP023429']	[]
T03063	salv	Snodgrassella alvi	Prokaryotes;Bacteria;Betaproteobacteria;Snodgrassella	1196094	['CP007446']	[]
T04151	kki	Kingella kingae	Prokaryotes;Bacteria;Betaproteobacteria;Kingella	504	['LN869922']	[]
T06724	koa	Kingella oralis	Prokaryotes;Bacteria;Betaproteobacteria;Kingella	505	['CP059569', 'CP059568']	[]
T04960	vff	Vitreoscilla filiformis	Prokaryotes;Bacteria;Betaproteobacteria;Vitreoscilla	63	['CP022423', 'CP022424', 'CP022425']	[]
T05336	vit	Vitreoscilla sp. C1	Prokaryotes;Bacteria;Betaproteobacteria;Vitreoscilla	96942	['CP019644']	[]
T05039	ecor	Eikenella corrodens	Prokaryotes;Bacteria;Betaproteobacteria;Eikenella	539	['LT906482']	[]
T06211	eex	Eikenella exigua	Prokaryotes;Bacteria;Betaproteobacteria;Eikenella	2528037	['CP038018', 'CP038019']	[]
T05344	smur	Simonsiella muelleri	Prokaryotes;Bacteria;Betaproteobacteria;Simonsiella	641147	['CP019448']	[]
T06725	aff	Alysiella filiformis	Prokaryotes;Bacteria;Betaproteobacteria;Alysiella	194196	['CP059564']	[]
T06730	cste	Conchiformibius steedae	Prokaryotes;Bacteria;Betaproteobacteria;Conchiformibius	153493	['CP059563', 'CP059561', 'CP059562']	[]
T05482	nba	Aquella oligotrophica	Prokaryotes;Bacteria;Betaproteobacteria;Aquella	2067065	['CP024847']	[]
T07686	ptes	Paralysiella testudinis	Prokaryotes;Bacteria;Betaproteobacteria;Paralysiella	2809020	['CP069798']	[]
T08033	mcer	Morococcus cerebrosus	Prokaryotes;Bacteria;Betaproteobacteria;Morococcus	1056807	['CP094242']	[]
T00147	cvi	Chromobacterium violaceum	Prokaryotes;Bacteria;Betaproteobacteria;Chromobacterium	243365	['AE016825']	[]
T04565	cvc	Chromobacterium vaccinii	Prokaryotes;Bacteria;Betaproteobacteria;Chromobacterium	1108595	['CP017707']	[]
T05234	chro	Chromobacterium sp. ATCC 53434	Prokaryotes;Bacteria;Betaproteobacteria;Chromobacterium	2059672	['CP025429']	[]
T05549	chri	Chromobacterium phragmitis IIBBL 112-1	Prokaryotes;Bacteria;Betaproteobacteria;Chromobacterium	2202141	['CP029495', 'CP029496']	[]
T05744	chrb	Chromobacterium phragmitis IIBBL 274-1	Prokaryotes;Bacteria;Betaproteobacteria;Chromobacterium	2202141	['CP029554', 'CP029555']	[]
T05688	crz	Chromobacterium rhizoryzae	Prokaryotes;Bacteria;Betaproteobacteria;Chromobacterium	1778675	['CP031968']	[]
T06224	chrm	Chromobacterium paludis	Prokaryotes;Bacteria;Betaproteobacteria;Chromobacterium	2605945	['CP043473']	[]
T06734	chae	Chromobacterium haemolyticum	Prokaryotes;Bacteria;Betaproteobacteria;Chromobacterium	394935	['AP019312']	[]
T05767	iod	Iodobacter ciconiae	Prokaryotes;Bacteria;Betaproteobacteria;Iodobacter	2496266	['CP034433']	[]
T06803	ifl	Iodobacter fluviatilis	Prokaryotes;Bacteria;Betaproteobacteria;Iodobacter	537	['CP025781', 'CP025783', 'CP025782', 'CP025784']	[]
T00884	lhk	Laribacter hongkongensis	Prokaryotes;Bacteria;Betaproteobacteria;Laribacter	557598	['CP001154']	[]
T01619	pse	Pseudogulbenkiania sp. NH8B	Prokaryotes;Bacteria;Betaproteobacteria;Pseudogulbenkiania	748280	['AP012224']	[]
T04552	jeu	Jeongeupia sp. USM3	Prokaryotes;Bacteria;Betaproteobacteria;Jeongeupia	1906741	['CP017668']	[]
T04696	aql	Aquaspirillum sp. LM1	Prokaryotes;Bacteria;Betaproteobacteria;Aquaspirillum	1938604	['CP019509']	[]
T05698	amah	Aquitalea magnusonii	Prokaryotes;Bacteria;Betaproteobacteria;Aquitalea	332411	['AP018823']	[]
T05865	aqs	Aquitalea sp. USM4	Prokaryotes;Bacteria;Betaproteobacteria;Aquitalea	1590041	['CP029539', 'CP029540']	[]
T06622	dee	Deefgea sp. D17	Prokaryotes;Bacteria;Betaproteobacteria;Deefgea	2739061	['CP054143', 'CP054144', 'CP054145']	[]
T06696	chiz	Chitinibacter bivalviorum	Prokaryotes;Bacteria;Betaproteobacteria;Chitinibacter	2739434	['CP058627', 'CP058628', 'CP058629', 'CP058630']	[]
T06720	cfon	Chitinibacter fontanus	Prokaryotes;Bacteria;Betaproteobacteria;Chitinibacter	1737446	['CP058952']	[]
T07617	vog	Vogesella sp. XCS3	Prokaryotes;Bacteria;Betaproteobacteria;Vogesella	2877939	['CP085530', 'CP085531']	[]
T00071	rso	Ralstonia solanacearum GMI1000	Prokaryotes;Bacteria;Betaproteobacteria;Ralstonia	267608	['AL646052', 'AL646053']	[]
T01272	rsc	Ralstonia solanacearum CFBP2957	Prokaryotes;Bacteria;Betaproteobacteria;Ralstonia	859656	['FP885897']	[]
T01273	rsl	Ralstonia solanacearum PSI07	Prokaryotes;Bacteria;Betaproteobacteria;Ralstonia	859657	['FP885906', 'FP885891', 'FP885890']	[]
T02005	rsn	Ralstonia solanacearum Po82	Prokaryotes;Bacteria;Betaproteobacteria;Ralstonia	1031711	['CP002819', 'CP002820']	[]
T02725	rsm	Ralstonia solanacearum CMR15	Prokaryotes;Bacteria;Betaproteobacteria;Ralstonia	859655	['FP885895', 'FP885896', 'FP885893']	[]
T02751	rse	Ralstonia solanacearum FQY_4	Prokaryotes;Bacteria;Betaproteobacteria;Ralstonia	1262456	['CP004012', 'CP004013']	[]
T06155	rsy	Ralstonia solanacearum UY031	Prokaryotes;Bacteria;Betaproteobacteria;Ralstonia	305	['CP012687', 'CP012688']	[]
T00762	rpi	Ralstonia pickettii 12J	Prokaryotes;Bacteria;Betaproteobacteria;Ralstonia	402626	['CP001068', 'CP001069', 'CP001070']	[]
T00925	rpf	Ralstonia pickettii 12D	Prokaryotes;Bacteria;Betaproteobacteria;Ralstonia	428406	['CP001644', 'CP001645', 'CP001646', 'CP001647', 'CP001648']	[]
T03172	rpj	Ralstonia pickettii DTP0602	Prokaryotes;Bacteria;Betaproteobacteria;Ralstonia	1366050	['CP006667', 'CP006668', 'CP006669']	[]
T03778	rmn	Ralstonia mannitolilytica	Prokaryotes;Bacteria;Betaproteobacteria;Ralstonia	105219	['CP010799', 'CP010800', 'CP010801']	[]
T04471	rin	Ralstonia insidiosa	Prokaryotes;Bacteria;Betaproteobacteria;Ralstonia	190721	['CP012605', 'CP012606', 'CP012607']	[]
T05645	rpu	Ralstonia pseudosolanacearum	Prokaryotes;Bacteria;Betaproteobacteria;Ralstonia	1310165	['CP021762', 'CP021763']	[]
T07219	rsg	Ralstonia syzygii subsp. celebesensis	Prokaryotes;Bacteria;Betaproteobacteria;Ralstonia	1310168	['CP068285', 'CP068286']	[]
T00416	reh	Cupriavidus necator H16	Prokaryotes;Bacteria;Betaproteobacteria;Cupriavidus	381666	['AM260479', 'AM260480', 'AY305378']	[]
T01564	cnc	Cupriavidus necator N-1	Prokaryotes;Bacteria;Betaproteobacteria;Cupriavidus	1042878	['CP002877', 'CP002878', 'CP002879', 'CP002880']	[]
T05121	cuh	Cupriavidus necator NH9	Prokaryotes;Bacteria;Betaproteobacteria;Cupriavidus	106590	['CP017757', 'CP017758', 'CP017760', 'CP017759']	[]
T00268	reu	Cupriavidus pinatubonensis JMP134	Prokaryotes;Bacteria;Betaproteobacteria;Cupriavidus	264198	['CP000090', 'CP000091', 'CP000092', 'CP000093']	[]
T00351	rme	Cupriavidus metallidurans	Prokaryotes;Bacteria;Betaproteobacteria;Cupriavidus	266264	['CP000352', 'CP000353', 'CP000354', 'CP000355']	[]
T00702	cti	Cupriavidus taiwanensis	Prokaryotes;Bacteria;Betaproteobacteria;Cupriavidus	977880	['CU633749', 'CU633750', 'CU633751']	[]
T03642	cbw	Cupriavidus basilensis	Prokaryotes;Bacteria;Betaproteobacteria;Cupriavidus	68895	['CP010536', 'CP010537']	[]
T04050	cgd	Cupriavidus gilardii	Prokaryotes;Bacteria;Betaproteobacteria;Cupriavidus	1267562	['CP010516', 'CP010517']	[]
T04762	ccup	Cupriavidus sp. USMAHM13	Prokaryotes;Bacteria;Betaproteobacteria;Cupriavidus	1389192	['CP017751', 'CP017752', 'CP017753']	[]
T04978	cup	Cupriavidus malaysiensis	Prokaryotes;Bacteria;Betaproteobacteria;Cupriavidus	367825	['CP017754', 'CP017755', 'CP017756']	[]
T05072	cuu	Cupriavidus sp. USMAA2-4	Prokaryotes;Bacteria;Betaproteobacteria;Cupriavidus	876364	['CP017748', 'CP017749', 'CP017750']	[]
T05738	cpau	Cupriavidus pauculus	Prokaryotes;Bacteria;Betaproteobacteria;Cupriavidus	82633	['CP033969', 'CP033970', 'CP033968', 'CP033971']	[]
T06004	cox	Cupriavidus oxalaticus	Prokaryotes;Bacteria;Betaproteobacteria;Cupriavidus	96344	['CP038634', 'CP038635', 'CP038636', 'CP038637', 'CP038638', 'CP038639', 'CP038640']	[]
T00204	bma	Burkholderia mallei ATCC 23344	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	243160	['CP000010', 'CP000011']	[]
T00457	bmv	Burkholderia mallei SAVP1	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	320388	['CP000526', 'CP000525']	[]
T00471	bml	Burkholderia mallei NCTC 10229	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	412022	['CP000546', 'CP000545']	[]
T00479	bmn	Burkholderia mallei NCTC 10247	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	320389	['CP000548', 'CP000547']	[]
T03323	bmal	Burkholderia mallei 23344	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	13373	['CP008704', 'CP008705']	[]
T03489	bmae	Burkholderia mallei 6	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	13373	['CP008711', 'CP008710']	[]
T03490	bmaq	Burkholderia mallei BMQ	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	13373	['CP008723', 'CP008722']	[]
T03522	bmai	Burkholderia mallei 2000031063	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	13373	['CP008732', 'CP008731']	[]
T03523	bmaf	Burkholderia mallei FMH 23344	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	13373	['CP009148', 'CP009147']	[]
T03524	bmaz	Burkholderia mallei NCTC 10247	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	320389	['CP007802', 'CP007801']	[]
T03872	bmab	Burkholderia mallei 2002734299	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	13373	['CP009337', 'CP009338']	[]
T00203	bps	Burkholderia pseudomallei K96243	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	272560	['BX571965', 'BX571966']	[]
T00289	bpm	Burkholderia pseudomallei 1710b	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	320372	['CP000124', 'CP000125']	[]
T00480	bpl	Burkholderia pseudomallei 1106a	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	357348	['CP000572', 'CP000573']	[]
T00481	bpd	Burkholderia pseudomallei 668	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	320373	['CP000570', 'CP000571']	[]
T00894	bpr	Burkholderia pseudomallei MSHR346	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	536230	['CP001408']	[]
T02756	bpse	Burkholderia pseudomallei MSHR305	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	1335307	['CP006469', 'CP006470']	[]
T03012	bpsm	Burkholderia pseudomallei MSHR511	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	1249474	['CP004023', 'CP004024']	[]
T03024	bpsu	Burkholderia pseudomallei MSHR146	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	1249471	['CP004042', 'CP004043']	[]
T03163	bpsd	Burkholderia pseudomallei MSHR520	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	1249659	['CP004368', 'CP004369']	[]
T02049	bpz	Burkholderia pseudomallei 1026b	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	884204	['CP002833', 'CP002834']	[]
T02301	bpq	Burkholderia pseudomallei BPC006	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	1229785	['CP003781', 'CP003782']	[]
T02894	bpk	Burkholderia pseudomallei NCTC 13179	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	1241583	['CP003976', 'CP003977']	[]
T03422	bpsh	Burkholderia pseudomallei HBPUB10134a	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	1306418	['CP008911', 'CP008912']	[]
T03476	bpsa	Burkholderia pseudomallei NAU35A-3	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	1249477	['CP004377', 'CP004378']	[]
T03498	bpso	Burkholderia pseudomallei A79A	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	1439855	['CP009165', 'CP009164']	[]
T03428	but	Burkholderia pseudomallei TSV202	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	28450	['CP009157', 'CP009156', 'CP009155', 'CP009154']	[]
T00311	bte	Burkholderia thailandensis E264	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	271848	['CP000086', 'CP000085']	[]
T03111	btq	Burkholderia thailandensis 2002721723	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	1241582	['CP004097', 'CP004098']	[]
T03112	btj	Burkholderia thailandensis E444	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	1249662	['CP004117', 'CP004118']	[]
T03113	btz	Burkholderia thailandensis H0587	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	1249663	['CP004089', 'CP004090']	[]
T02644	btd	Burkholderia thailandensis MSMB121	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	1249661	['CP004095', 'CP004096']	[]
T03416	btv	Burkholderia thailandensis MSMB59	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	1250339	['CP004385', 'CP004386']	[]
T03380	bthe	Burkholderia thailandensis E254	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	1249665	['CP004381', 'CP004382']	[]
T03391	bthm	Burkholderia thailandensis USAMRU Malaysia #20	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	1249667	['CP004383', 'CP004384']	[]
T03763	btha	Burkholderia thailandensis 2003015869	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	57975	['CP008914', 'CP008915']	[]
T03882	bthl	Burkholderia thailandensis 2002721643	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	1249660	['CP009601', 'CP009602']	[]
T03284	bok	Burkholderia oklahomensis E0147	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	342113	['CP008726', 'CP008727']	[]
T03861	boc	Burkholderia oklahomensis C6786	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	441162	['CP009555', 'CP009556']	[]
T06044	buu	Burkholderia mayonis	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	1385591	['CP013386', 'CP013387']	[]
T07932	bsav	Burkholderia savannae	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	1637837	['CP013424', 'CP013425', 'CP013423']	[]
T00493	bvi	Burkholderia vietnamiensis G4	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	269482	['CP000614', 'CP000615', 'CP000616', 'CP000617', 'CP000618', 'CP000619', 'CP000620', 'CP000621']	[]
T03893	bve	Burkholderia vietnamiensis LMG 10929	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	1449978	['CP009631', 'CP009630', 'CP009632', 'CP009629']	[]
T00286	bur	Burkholderia lata	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	482957	['CP000151', 'CP000152', 'CP000150']	[]
T00363	bcn	Burkholderia cenocepacia AU 1054	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	331271	['CP000378', 'CP000379', 'CP000380']	[]
T00415	bch	Burkholderia cenocepacia HI2424	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	331272	['CP000458', 'CP000459', 'CP000460', 'CP000461']	[]
T00669	bcm	Burkholderia cenocepacia MC0-3	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	406425	['CP000958', 'CP000959', 'CP000960']	[]
T00771	bcj	Burkholderia cenocepacia J2315	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	216591	['AM747720', 'AM747721', 'AM747722', 'AM747723']	[]
T03308	bcen	Burkholderia cenocepacia DDS 22E-1	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	95486	['CP007783', 'CP007784', 'CP007782']	[]
T03488	bcew	Burkholderia cenocepacia DWS 37E-2	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	95486	['CP007781', 'CP007780', 'CP007779']	[]
T03804	bceo	Burkholderia cenocepacia H111	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	1055524	['HG938370', 'HG938371', 'HG938372']	[]
T00398	bam	Burkholderia ambifaria AMMD	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	339670	['CP000440', 'CP000441', 'CP000442', 'CP000443']	[]
T00684	bac	Burkholderia ambifaria MC40-6	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	398577	['CP001025', 'CP001026', 'CP001027', 'CP001028']	[]
T00740	bmj	Burkholderia multivorans ATCC 17616 (Tohoku)	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	395019	['AP009385', 'AP009386', 'AP009387', 'AP009388']	[]
T00624	bmu	Burkholderia multivorans ATCC 17616 (JGI)	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	395019	['CP000868', 'CP000869', 'CP000870', 'CP000871']	[]
T03292	bmk	Burkholderia multivorans DDS 15A-1	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	87883	['CP008730', 'CP008729', 'CP008728']	[]
T03881	bmul	Burkholderia multivorans ATCC BAA-247	Prokaryotes;Bacteria;Betaproteobacteria;Burkholderia	985079	['CP009832', 'CP009831', 'CP009830']	[]
